trade_date,cash,positions_count,portfolio_value,turnover,benchmark_value,equal_weight_value
20220105,74821.43780260038,22,945125.4378026004,0.07722095616184586,1403294.1198988936,2164848.1147510246
20220106,99776.45405260038,21,928286.4540526003,0.026917876363392577,1388913.1893764378,2134724.4100721055
20220107,123731.27325130039,20,936522.2732513004,0.02561177847562388,1390105.7581432145,2139075.796848721
20220110,123731.27325130039,20,938221.2732513004,0.0,1396354.1831516505,2142685.7879561246
20220111,193415.6606278004,18,928271.6606278004,0.07516667583367818,1383015.8386715134,2123165.6309257266
20220112,233663.11083580038,17,928060.1108358004,0.043423738968488175,1396796.261772116,2148717.387332432
20220113,233663.11083580038,17,910959.1108358004,0.0,1373833.4252600886,2110475.1930219335
20220114,336578.59605145035,14,903689.5960514504,0.11403190868884698,1362537.1865201073,2093299.717143308
20220117,375165.04037785035,13,905039.0403778504,0.04269061363791483,1374224.6256355674,2109045.538961725
20220118,441910.72504075035,11,915130.7250407503,0.07303062302604252,1387505.144756246,2136611.745071886
20220119,441910.72504075035,11,914651.7250407503,0.0,1378001.4921594749,2115967.8491023066
20220120,441910.72504075035,11,920042.7250407503,0.0,1390434.434488451,2140077.3425851027
20220121,479922.20579275035,10,915038.2057927503,0.04159494080034134,1377694.723727094,2120433.337612748
20220124,479922.20579275035,10,913742.2057927503,0.0,1379834.6367676696,2122438.278611472
20220125,479922.20579275035,10,904944.2057927503,0.0,1348619.7236593524,2077042.0226359155
20220126,479922.20579275035,10,909068.2057927503,0.0,1358380.2177081546,2094840.3543348624
20220127,479922.20579275035,10,901581.2057927503,0.0,1331734.8916547052,2042054.8838557198
20220128,518436.7796723503,9,896809.7796723503,0.043002104653775776,1315562.0956440668,2017696.0191702775
20220207,518436.7796723503,9,905836.7796723503,0.0,1335832.074925523,2044570.4754005596
20220208,518436.7796723503,9,909747.7796723503,0.0,1328534.145586498,2025319.405654506
20220209,556532.1092789504,8,909652.1092789504,0.04193352338866796,1341012.431529845,2040682.7228959524
20220210,556532.1092789504,8,911301.1092789504,0.0,1337496.0962117126,2032254.5735238509
20220211,594054.4717124504,7,913843.4717124504,0.04111339213223831,1326407.4637722394,2019118.215689845
20220214,594054.4717124504,7,905854.4717124504,0.0,1312078.6798476197,1998128.6641493007
20220215,594054.4717124504,7,902658.4717124504,0.0,1326034.7986440845,2025462.9769685036
20220216,594054.4717124504,7,907440.4717124504,0.0,1331190.8835870586,2037155.9610658053
20220217,594054.4717124504,7,905561.4717124504,0.0,1334412.3845200762,2047516.9280493946
20220218,594054.4717124504,7,911376.4717124504,0.0,1340774.5865443558,2054620.0285665048
20220221,637655.8761044503,6,909810.8761044503,0.04798597285067831,1335896.703268447,2046489.8026060772
20220222,637655.8761044503,6,907277.8761044503,0.0,1318554.4571043353,2022926.757800517
20220223,637655.8761044503,6,905624.8761044503,0.0,1332648.682230394,2044006.6862103958
20220224,637655.8761044503,6,901511.8761044503,0.0,1305630.5757439854,2005365.2626854924
20220225,637655.8761044503,6,900884.8761044503,0.0,1318344.6023601394,2020489.4707586253
20220228,637655.8761044503,6,903698.8761044503,0.0,1320714.4620070958,2026592.0451246717
20220301,677953.2363449503,5,906719.2363449503,0.04450089220854404,1331680.0353939629,2040862.7185130974
20220302,677953.2363449503,5,907180.2363449503,0.0,1319836.6465304121,2023353.8397550113
20220303,677953.2363449503,5,911371.2363449503,0.0,1312061.5282579502,2011331.6533656653
20220304,677953.2363449503,5,909102.2363449503,0.0,1296149.9841081153,1979392.160650821
20220307,677953.2363449503,5,906056.2363449503,0.0,1254740.396709639,1917447.2139073173
20220308,763305.3811238502,3,901134.3811238502,0.09483962524370057,1229550.1884628201,1881629.3637582138
20220309,763305.3811238502,3,898058.3811238502,0.0,1218295.0847118455,1862793.4970134695
20220310,851148.0365245002,1,898839.0365245002,0.09785623000987953,1237461.9429286188,1892920.603631815
20220311,851148.0365245002,1,898608.0365245002,0.0,1241406.60676928,1895836.0355115
20220314,898145.3195278002,0,898145.3195278002,0.052395150291203424,1203424.0511178481,1831869.6557430404
20220315,898145.3195278002,0,898145.3195278002,0.0,1148381.6595947347,1755479.9369806624
20220316,898145.3195278002,0,898145.3195278002,0.0,1198040.2680121816,1834438.397417357
20220317,898145.3195278002,0,898145.3195278002,0.0,1221566.6567562188,1871823.3798307492
20220318,898145.3195278002,0,898145.3195278002,0.0,1229697.40387197,1884142.7760967992
20220321,898145.3195278002,0,898145.3195278002,0.0,1227634.6585718081,1877893.2118073162
20220322,898145.3195278002,0,898145.3195278002,0.0,1226639.895197157,1879801.5532027436
20220323,898145.3195278002,0,898145.3195278002,0.0,1232757.506904884,1885867.2177776033
20220324,898145.3195278002,0,898145.3195278002,0.0,1225490.046860449,1873973.80430507
20220325,898145.3195278002,0,898145.3195278002,0.0,1203371.1550387824,1834967.109663516
20220328,898145.3195278002,0,898145.3195278002,0.0,1195845.2392750534,1820923.120830014
20220329,898145.3195278002,0,898145.3195278002,0.0,1191716.6930974105,1810364.1818246678
20220330,898145.3195278002,0,898145.3195278002,0.0,1226295.105005491,1872881.5138559362
20220331,898145.3195278002,0,898145.3195278002,0.0,1217214.2463006328,1855292.2838277724
20220401,743.8378252000548,10,914274.8378252,0.9812501721408223,1232653.905538038,1885764.8791200763
20220406,743.8378252000548,10,913199.8378252,0.0,1229103.4111715711,1878817.480971032
20220407,743.8378252000548,10,902321.8378252,0.0,1213323.57393468,1858026.859677892
20220408,743.8378252000548,10,908701.8378252,0.0,1219569.3757588135,1867971.079637622
20220411,85850.42524420006,9,889251.4252442,0.09583045647253048,1181894.5109781993,1821933.5787851834
20220412,243869.58094180006,7,887185.5809418,0.17834470194165572,1204927.3375065601,1856391.0216808629
20220413,243869.58094180006,7,885740.5809418,0.0,1193328.9137001766,1847840.70630984
20220414,243869.58094180006,7,899722.5809418,0.0,1208269.9373105073,1867240.6264080207
20220415,243869.58094180006,7,906109.5809418,0.0,1207456.6925243456,1861386.1740866124
20220418,287990.04967180005,6,890259.0496718001,0.04962364607951638,1201010.3468189796,1852692.2710247547
