symbol,entry_trade_date,exit_trade_date,entry_price,exit_price,shares,entry_value,exit_net_value,realized_pnl,return_pct,holding_days,exit_reason,signal_close_adj,signal_sar,signal_rsi,signal_volume_ratio,signal_strength
601899.SH,20230727,20231009,12.507624325814303,11.386144939587448,2400,30027.30387146892,27291.22308279836,-2736.080788670559,-0.0911197622131604,74.0,sar_break,11.602269490513164,12.912665962236414,30.96446700507613,1.2972868344166983,0.0
600809.SH,20230824,20231009,210.92113297142512,226.19955616536424,300,63295.32279339497,67771.64902270478,4476.326229309809,0.0707212797369117,46.0,sar_break,226.31271252162503,249.3503072242439,24.335574767851426,0.6459203443385222,0.0
600028.SH,20230727,20231010,5.597687330212317,5.536027911116971,3100,17358.03657287528,17139.37633198081,-218.66024089447092,-0.0125970607318665,75.0,sar_break,5.511512593960173,5.986265330344191,46.19566499905611,1.411598235246558,0.0
002142.SZ,20230727,20231010,24.91635268834644,25.48698251561106,700,17446.679315907062,17817.694606838537,371.01529093147474,0.0212656680514096,75.0,sar_break,25.257675776498253,27.57583326575298,39.16083916083927,0.8785730754983093,0.0
600016.SH,20230921,20231010,3.36128379368981,3.200930331478464,12000,40347.50614593501,38361.229464570504,-1986.2766813645069,-0.0492292305298929,19.0,sar_break,3.1938053531428325,3.6301175598563344,36.5384615384617,2.1922848974738227,0.0
601601.SH,20230921,20231010,27.335487759143508,26.99933472058915,1400,38281.16376765975,37749.92981963334,-531.2339480264127,-0.0138771629632431,19.0,sar_break,26.638313014419207,29.55963240299523,30.470914127423725,0.7284439972491742,0.0
000651.SZ,20230629,20231011,32.308255262441314,31.221920378940265,400,12927.17909560802,12472.532752979056,-454.6463426289629,-0.0351698030379596,104.0,sar_break,31.20213247336744,34.041588302897715,35.36036036036042,2.317607783668015,0.0
600837.SH,20230824,20231020,10.052558421343535,9.51032679652148,6300,63350.11738988062,59837.16924162181,-3512.948148258816,-0.0554529066874304,57.0,sar_break,9.544664911764473,11.122295475692484,43.292682926829244,1.1486466867646943,0.0
603259.SH,20230727,20231024,65.70499827511688,80.84832226631568,200,13144.941954919885,16148.643889473897,3003.701934554012,0.228506291230125,89.0,sar_break,80.27020549290793,86.70324152292642,56.398742703188134,0.6842285420643249,0.0
601166.SH,20230824,20231024,14.320591610702673,14.17165196963806,4100,58732.03993156212,58028.23817051787,-703.8017610442475,-0.0119832677677185,61.0,sar_break,14.133843489325605,15.121596210943023,21.621621621621514,1.0219468196043247,0.0
601088.SH,20230921,20231107,27.55747389944134,25.72325112104283,1500,41348.61171241676,38534.716341878215,-2813.895370538543,-0.0680529588298981,47.0,sar_break,25.86773929236499,28.12283054003724,26.185101580135395,2.0846716126332736,0.0
002594.SZ,20231027,20231123,77.48562652782627,74.96884623321375,800,62007.0977726277,59897.10938648846,-2109.9883861392373,-0.0340281751917546,27.0,sar_break,74.84364583002633,81.67719610146352,40.14778325123152,1.2043312359566711,0.0
000792.SZ,20231124,20231128,16.238115,15.842075,500,8121.49321725,7910.74015125,-210.75306600000025,-0.0259500390337533,4.0,sar_break,15.88,17.28,19.780219780219753,1.4994679528860715,0.0
603259.SH,20231124,20231128,80.73878935994655,79.08868231110762,100,8076.301099675454,7898.586702410318,-177.71439726513563,-0.0220044293881362,4.0,sar_break,79.1092137833484,89.03474126753369,30.250596658711274,0.9220605011702699,0.0
002415.SZ,20231027,20231206,33.1410816256954,31.68194138511599,1900,62986.9455053479,60117.43423649915,-2869.5112688487498,-0.0455572380249033,40.0,sar_break,31.725949406948672,35.43356775480215,22.543352601156045,1.2489113414841515,0.0
601328.SH,20230824,20231207,4.968672048285746,5.052185464667622,11800,58647.91926882273,59538.28795804994,890.3686892272162,0.0151815904183413,105.0,sar_break,5.054712821078161,5.3114320361591885,40.350877192982374,1.333701673062876,0.0
688981.SH,20231027,20231207,54.60728999999999,51.85406,1200,65548.4066244,62143.9796664,-3404.4269579999964,-0.0519376005202957,41.0,sar_break,51.97,59.38,40.05486968449929,0.9309897936389199,0.0
600406.SH,20231124,20231207,21.05867286966974,20.270035710788505,300,6319.497141459192,6073.105399309343,-246.39174214984905,-0.0389891373687616,13.0,sar_break,20.299138094899806,21.806640643750377,29.99999999999993,0.9945781077255075,0.0
601288.SH,20230824,20231208,3.1184078986088823,3.177775396825398,18800,58643.65631439514,59664.512629619065,1020.856315223922,0.0174077876343691,106.0,sar_break,3.17936507936508,3.366911895844481,37.93103448275873,1.3621438326533235,0.0
002475.SZ,20231027,20231208,30.715539540232548,29.510724919036672,2000,61449.50840418923,58944.72195328385,-2504.7864509053834,-0.040761700393597,42.0,sar_break,29.525487662868105,33.987380148196216,31.190926275992425,0.8411934609528422,0.0
300274.SZ,20231124,20231212,59.89152516974948,55.060365403683086,200,11981.89852546008,10997.75738573166,-984.1411397284191,-0.0821356596900932,18.0,sar_break,55.150265185833675,64.70456363951014,22.638036809815958,1.0665299156692711,0.0
600276.SH,20231027,20231218,43.905454124553174,44.18859994571444,1400,61486.076065106754,61783.61667209901,297.54060699225374,0.0048391542611564,52.0,sar_break,44.280109859271555,49.31689799373416,37.58700696055684,1.1674016585254896,0.0
600887.SH,20231124,20231219,24.722254561667775,23.04381225329038,300,7418.901371410882,6904.156589208331,-514.7447822025515,-0.0693828852053684,25.0,sar_break,23.145753020990245,25.306626056934256,18.007662835248738,1.2934423913139481,0.0
000725.SZ,20231124,20231219,3.824877284787736,3.6251028154481135,4100,15686.701466690009,14843.599745330926,-843.1017213590803,-0.0537462718436612,25.0,sar_break,3.626916273584906,3.960200471698114,27.083333333333357,0.7025566980592554,0.0
601816.SH,20231124,20231221,4.750131892718176,4.5932275291828795,2400,11403.73663748638,11009.41520014786,-394.3214373385217,-0.0345782658679005,27.0,sar_break,4.605039836946452,4.899990735593849,32.78688524590174,0.7661531500392802,0.0
002352.SZ,20231124,20231227,38.25996788585528,36.782923331741365,500,19135.722938110517,18367.55276570505,-768.1701724054656,-0.040143253269809,33.0,sar_break,36.763933773780145,39.59624293560456,39.33054393305435,0.49009816508473386,0.0
603501.SH,20231222,20240103,108.14517266187048,101.0525659472422,1000,108177.61621366904,100921.1976115108,-7256.418602158243,-0.0670787437932223,12.0,left_universe,102.09432454036772,94.83931361317374,36.78160919540237,1.2481477258258469,0.7512515541917799
