relative_path,bytes,sha256,rows,start_date,end_date,columns
data/interim/sar_project/prices/300124.SZ.csv,540512,eda92bb6ca10f8a4a65f4f9dea69f1aed407bbbf3f6224ddfedc75f9fe39fff8,2419,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300142.SZ.csv,512524,31a888dee6a7780782d4e13f86347c8ae70df5612e776613efdffd4a2e258920,2288,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300274.SZ.csv,546317,2b1c16b5bf4e5fb4010953e9dbe55fd719efe7f829a5eff81e39dd30f9956168,2425,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300308.SZ.csv,519600,a29d39686a0e8ae6d1d87b39980e07ff44bf3999a55be46c61b3c5e5658508c0,2286,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300347.SZ.csv,537522,ad357bc6636bdffe514c5142b5e525bb8a338c95fc4511bd5ca4f915fc5f15c0,2397,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300498.SZ.csv,551731,df29ae93a61bb33a10ff2f18c283f73f3440c9f4115471f19cfe0cde530472a9,2419,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300502.SZ.csv,534693,3ab35bb18779f5184e55d234ced1145c565b5b7cfe065b26310b6e97f8648bef,2390,20160303,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300750.SZ.csv,422212,dfe7dece8225b62924da0bcb9f530d50e7b6a0088e4e071bb2799ab3ddf436f9,1837,20180611,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/300760.SZ.csv,404991,de5373e6be911411a8dc42739767a0f776b4c981dbee53be2577f228b8aed797,1753,20181016,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600000.SH.csv,529100,24bdeaa4248a592247a5c5bf25cef39b9d6f34731c00a1db9afd20fcdba9a87a,2412,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600009.SH.csv,542798,09bcc8bdba0984b63ac4262dd1c5551e80695ea25c5bfe6a91cadaa7c4d48691,2419,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600015.SH.csv,522981,00b7db30d8d1a86e9e6124f1d8d81fa5b7d4d52b511a7525863f9dbfb42af162,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600016.SH.csv,534108,d51936eeecb04775765244511056c99ee3c8255ed2df437adfd366b02986802d,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600019.SH.csv,508731,6fc7e9cb752c3784bc7cfa55882905a4d07d791afbc271cf204c9b49671d1233,2338,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600028.SH.csv,531087,21a205c1a0982e543982d413afbaba9847b6083b726cd36d7ff891457d09ad6d,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600030.SH.csv,551500,246595a867c9581c695b27c432c6f6b5e4e1dece154f1c31cef635d79752027c,2413,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600031.SH.csv,549677,8b41016d66cc44b355cb8f4353912a5de8b520cb3e6254586e834603b3cce3ad,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600036.SH.csv,548803,9a52730196d587d80cd3dacec5babebcc5ef8cfb6c25bc061f4d656ac28a4dba,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600048.SH.csv,544448,a777476846c5b4035bab9655d33b2bdb0f7332e85df66919a4c7bef951c3b6a1,2423,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600050.SH.csv,511163,c59b9822aaf4a82ecc5792f8f225e31b5a5ca4da45cfef9a34fe06af460e636d,2335,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600104.SH.csv,551555,19181da3440ae354397d9cd93aac593ddf48c4cdb335152477e5617af479b9e6,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600111.SH.csv,548660,9be79877a3d2b373b6d9a205eb36e0e91bfcbcac54278d2c411dde46b412a880,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600150.SH.csv,513508,867c9d9233d2a990497c426346de0d8e113215420d6708657bce767f6d0b90c7,2289,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600196.SH.csv,548838,e34673c6be100b74dceab3d1539d47f43ec94c9f2933a2bf8d6ab8e0eccbf851,2429,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600276.SH.csv,542448,49ac4430a09c4ac24f715d273824bea973bd38785f7196f002a27f1d9af73aed,2429,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600309.SH.csv,516129,d7d0ab3920522245465f5e0261b78dfbcc1d886d93661c743f756785bb0cd57e,2305,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600340.SH.csv,448449,e1141a234979452629636543c786cc21d636cf5b5f9d897734eb9647599e928d,2412,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600383.SH.csv,518296,0760a3b2847c5c618007f0bdfa620644722771e9c00c0004c1c289a79757392b,2429,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600406.SH.csv,527168,1228eb94eb54bff8f87d4da68bc956db3b55d478972b7770e3e90436698f31f0,2321,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
data/interim/sar_project/prices/600436.SH.csv,558501,f96c7aaf3a8b0089cfbd768fd1cef7188c837c1c1b02c8ebd5a10cff471689b4,2430,20160104,20251231,ts_code|trade_date|open|high|low|close|pre_close|change|pct_chg|vol|amount|adj_factor|up_limit|down_limit|open_adj|high_adj|low_adj|close_adj|pre_close_adj|up_limit_adj|down_limit_adj
