acceleration,maximum,volume_threshold,rsi_ceiling,max_positions,rebalance_interval,stop_loss,take_profit,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,benchmark_total_return,excess_total_return,benchmark_annual_return,excess_annual_return,benchmark_max_drawdown,max_drawdown_gap,beats_benchmark_total_return,beats_benchmark_annual_return,calmar_ratio,information_ratio,positive_day_ratio,trade_win_rate,average_win,average_loss,payoff_ratio,profit_factor,average_holding_days,turnover,average_exposure,median_exposure,low_exposure_day_ratio,average_positions,zero_position_day_ratio,executed_trade_count,sell_trade_count,unique_symbols_traded,top_symbol_trade_value_share,final_value,passes_selection_constraints,meets_sample_in_floor,excess_total_return_for_score
0.003,0.1,0.0,100,30,60,0.3,10.0,0.4173326326513791,0.07482804633253592,0.11477315932223138,0.39057952745448915,-0.24543492494997587,0.5022165042569666,-0.08488387160558752,0.08784081912570496,-0.013012772793169036,-0.32461968881054826,0.07918476386057238,0.0,0.0,0.3048793742283713,-0.1682400261309407,0.48315529991783074,0.4373401534526854,0.1278946758918972,-0.054144429115415234,2.362102214048183,1.5310507056854872,47.39641943734016,36.08405295143224,0.46769264963785784,0.42420822519924545,0.2594417077175698,10.170771756978654,0.09688013136288999,793.0,391.0,87.0,0.032652956259327445,1417332.632651379,1.0,0.0,-0.08488387160558752
0.003,0.1,0.0,100,30,60,1.0,10.0,0.4173326326513791,0.07482804633253592,0.11477315932223138,0.39057952745448915,-0.24543492494997587,0.5022165042569666,-0.08488387160558752,0.08784081912570496,-0.013012772793169036,-0.32461968881054826,0.07918476386057238,0.0,0.0,0.3048793742283713,-0.1682400261309407,0.48315529991783074,0.4373401534526854,0.1278946758918972,-0.054144429115415234,2.362102214048183,1.5310507056854872,47.39641943734016,36.08405295143224,0.46769264963785784,0.42420822519924545,0.2594417077175698,10.170771756978654,0.09688013136288999,793.0,391.0,87.0,0.032652956259327445,1417332.632651379,1.0,0.0,-0.08488387160558752
0.003,0.1,0.0,100,50,20,0.3,10.0,0.5009584191963663,0.08765226312430774,0.18174837902255792,0.3172092286839717,-0.28292490647217483,0.5022165042569666,-0.0012580850606003224,0.08784081912570496,-0.00018855600139722206,-0.32461968881054826,0.041694782338373426,0.0,0.0,0.3098075182466418,-0.019350272585179337,0.5225965488907148,0.420545746388443,0.1332432672952232,-0.06548168209807109,2.0348174180325183,1.3716305797297361,53.998394863563405,53.730891846337485,0.764929832938849,0.8462520958133478,0.06486042692939245,18.750410509031198,0.021346469622331693,1257.0,623.0,96.0,0.04467391166331204,1500958.4191963663,1.0,0.0,-0.0012580850606003224
0.003,0.1,0.0,100,50,20,1.0,10.0,0.5009584191963663,0.08765226312430774,0.18174837902255792,0.3172092286839717,-0.28292490647217483,0.5022165042569666,-0.0012580850606003224,0.08784081912570496,-0.00018855600139722206,-0.32461968881054826,0.041694782338373426,0.0,0.0,0.3098075182466418,-0.019350272585179337,0.5225965488907148,0.420545746388443,0.1332432672952232,-0.06548168209807109,2.0348174180325183,1.3716305797297361,53.998394863563405,53.730891846337485,0.764929832938849,0.8462520958133478,0.06486042692939245,18.750410509031198,0.021346469622331693,1257.0,623.0,96.0,0.04467391166331204,1500958.4191963663,1.0,0.0,-0.0012580850606003224
0.003,0.1,0.0,100,50,60,0.3,10.0,0.35084584330603086,0.06419665066898839,0.11559473443589498,0.29583225253182033,-0.25316219146962926,0.5022165042569666,-0.15137066095093576,0.08784081912570496,-0.023644168456716574,-0.32461968881054826,0.071457497340919,0.0,0.0,0.25357913950863303,-0.23551677208774388,0.47658175842235007,0.4236111111111111,0.12532027558228467,-0.05617583059224021,2.2308575460492728,1.4436033521802791,47.61805555555556,36.07703866162675,0.4641893002719499,0.4153794383845579,0.26354679802955666,11.296387520525451,0.090311986863711,875.0,432.0,88.0,0.034016430151473674,1350845.8433060308,1.0,0.0,-0.15137066095093576
0.003,0.1,0.0,100,50,60,1.0,10.0,0.35084584330603086,0.06419665066898839,0.11559473443589498,0.29583225253182033,-0.25316219146962926,0.5022165042569666,-0.15137066095093576,0.08784081912570496,-0.023644168456716574,-0.32461968881054826,0.071457497340919,0.0,0.0,0.25357913950863303,-0.23551677208774388,0.47658175842235007,0.4236111111111111,0.12532027558228467,-0.05617583059224021,2.2308575460492728,1.4436033521802791,47.61805555555556,36.07703866162675,0.4641893002719499,0.4153794383845579,0.26354679802955666,11.296387520525451,0.090311986863711,875.0,432.0,88.0,0.034016430151473674,1350845.8433060308,1.0,0.0,-0.15137066095093576
0.003,0.1,0.5,100,30,20,0.3,10.0,0.7440449181677038,0.1219601921460669,0.1915558964725719,0.4800697542569999,-0.326557803263116,0.5022165042569666,0.24182841391073717,0.08784081912570496,0.03411937302036194,-0.32461968881054826,-0.0019381144525677518,1.0,1.0,0.3734719885036722,0.19120487979425094,0.5217748562037798,0.42495479204339964,0.1364565552881152,-0.062072492832341175,2.1983417945963053,1.534706551538933,54.08499095840868,51.32514578709967,0.7726111126434251,0.8933368648767767,0.07060755336617405,16.689655172413794,0.022988505747126436,1117.0,553.0,93.0,0.05035722952680192,1744044.9181677038,1.0,0.0,0.12
0.003,0.1,0.5,100,30,20,1.0,10.0,0.7440449181677038,0.1219601921460669,0.1915558964725719,0.4800697542569999,-0.326557803263116,0.5022165042569666,0.24182841391073717,0.08784081912570496,0.03411937302036194,-0.32461968881054826,-0.0019381144525677518,1.0,1.0,0.3734719885036722,0.19120487979425094,0.5217748562037798,0.42495479204339964,0.1364565552881152,-0.062072492832341175,2.1983417945963053,1.534706551538933,54.08499095840868,51.32514578709967,0.7726111126434251,0.8933368648767767,0.07060755336617405,16.689655172413794,0.022988505747126436,1117.0,553.0,93.0,0.05035722952680192,1744044.9181677038,1.0,0.0,0.12
0.003,0.1,0.5,100,30,60,0.3,10.0,0.45301543422195767,0.08037157825080543,0.11813872190033013,0.42637652956244376,-0.24613840649438545,0.5022165042569666,-0.049201070035008954,0.08784081912570496,-0.00746924087489953,-0.32461968881054826,0.0784812823161628,0.0,0.0,0.3265300177875278,-0.12940620856436166,0.4798685291700904,0.4368421052631579,0.12886298274902197,-0.05465040671310651,2.357951029083878,1.5664476588362333,47.48947368421052,35.80920128618236,0.4764316588499409,0.4260004564651122,0.2766830870279146,9.917077175697866,0.09688013136288999,771.0,380.0,87.0,0.03586086240850894,1453015.4342219576,1.0,0.0,-0.049201070035008954
0.003,0.1,0.5,100,30,60,1.0,10.0,0.45301543422195767,0.08037157825080543,0.11813872190033013,0.42637652956244376,-0.24613840649438545,0.5022165042569666,-0.049201070035008954,0.08784081912570496,-0.00746924087489953,-0.32461968881054826,0.0784812823161628,0.0,0.0,0.3265300177875278,-0.12940620856436166,0.4798685291700904,0.4368421052631579,0.12886298274902197,-0.05465040671310651,2.357951029083878,1.5664476588362333,47.48947368421052,35.80920128618236,0.4764316588499409,0.4260004564651122,0.2766830870279146,9.917077175697866,0.09688013136288999,771.0,380.0,87.0,0.03586086240850894,1453015.4342219576,1.0,0.0,-0.049201070035008954
