trade_date,cash,positions_count,portfolio_value,turnover,benchmark_value,equal_weight_value
20221125,230906.53214178994,4,738922.3902224824,0.0,1088412.8991254186,1639887.8346429463
20221128,230906.53214178994,4,727095.6946597619,0.0,1076151.9627385605,1619942.1256002502
20221129,113.63507083330114,26,742644.6322479298,0.639467075160371,1109353.9811952852,1673863.2958203559
20221130,113.63507083330114,26,741678.3784855428,0.0,1110684.050941432,1675265.1548090768
20221201,113.63507083330114,26,749275.0385020857,0.0,1122713.8588476633,1696052.4489848719
20221202,14265.152765288365,25,744821.3394756335,0.019024614177448225,1115847.1983036818,1685797.802219173
20221205,14265.152765288365,25,756699.371037745,0.0,1137734.385120699,1713932.5175434633
20221206,14265.152765288365,25,756062.1397951855,0.0,1143880.7077247472,1726114.9905883342
20221207,14265.152765288365,25,749530.1866789282,0.0,1141068.1352809006,1723803.555821796
20221208,14265.152765288365,25,745910.5720972446,0.0,1141281.1320810192,1723613.3621764553
20221209,26609.13538654022,24,747633.4421220279,0.016532233566309295,1152541.914593616,1743243.2747750815
20221212,26609.13538654022,24,743536.587891098,0.0,1139627.5170534365,1716530.9203501209
20221213,26609.13538654022,24,740846.7771182213,0.0,1137390.02732205,1715680.8479476876
20221214,26609.13538654022,24,740602.1909996233,0.0,1140043.3061784753,1724510.2603112315
20221215,26609.13538654022,24,737299.5127043941,0.0,1139208.1534794578,1720033.6773706416
20221216,26609.13538654022,24,740559.0215586637,0.0,1139853.4279916594,1721905.4906093988
20221219,26609.13538654022,24,730959.7622452946,0.0,1122267.6292542354,1702790.4036494223
20221220,140248.96854405996,23,717455.3483849657,0.1585990786716932,1103760.228040618,1667386.2975145872
20221221,140248.96854405996,23,720775.8321402427,0.0,1104198.7033859428,1671959.4865455132
20221222,140248.96854405996,23,723582.4988172173,0.0,1105781.1465229462,1677454.1632320795
20221223,140248.96854405996,23,724142.9519138461,0.0,1103530.0508246282,1675935.447103186
20221226,270683.19772904465,22,721203.8236888857,0.1810916832576996,1107931.7829103402,1682934.3061545817
20221227,8335.014113577978,35,728775.2384082306,0.35987707724191975,1120720.6135184157,1706601.4861586168
20221228,8335.014113577978,35,728581.5300929688,0.0,1115938.4620564461,1701232.7592465656
20221229,8335.014113577978,35,723591.6108188094,0.0,1111740.3006030843,1691196.29674815
20221230,8335.014113577978,35,728272.5533719682,0.0,1116044.946043405,1699255.6025989738
20230103,8335.014113577978,35,725867.1774626019,0.0,1120733.642961325,1701657.0112818237
20230104,8335.014113577978,35,733230.321247523,0.0,1122188.933725162,1704962.9240976954
20230105,22587.166002736136,34,744843.2620604149,0.019159337985588148,1143990.3337676288,1738783.9140857242
20230106,22587.166002736136,34,743593.251338812,0.0,1147539.0120834245,1744616.4157698632
20230109,22587.166002736136,34,749156.2803846429,0.0,1156829.9273158868,1758274.1794049882
20230110,22587.166002736136,34,751091.7130698775,0.0,1158085.0489391063,1759779.06482135
20230111,22587.166002736136,34,752182.3155174274,0.0,1155939.5724417137,1758761.6443545658
20230112,22587.166002736136,34,751429.725712294,0.0,1158199.056564559,1762375.576341571
20230113,22587.166002736136,34,767041.2132487965,0.0,1174488.1662967398,1791315.4620600187
20230116,22587.166002736136,34,780677.2464075439,0.0,1192817.911632819,1819988.2421478948
20230117,22587.166002736136,34,777270.4332107344,0.0,1192609.7576344893,1815722.871686422
20230118,22587.166002736136,34,773211.5135067984,0.0,1190612.7072466935,1808210.0886664488
20230119,22587.166002736136,34,776808.1322498638,0.0,1198019.1384067563,1816595.3299341248
20230120,37075.01921253293,33,777393.061767115,0.01866071701532435,1205375.2966720555,1830057.8250098117
20230130,37075.01921253293,33,776344.132314242,0.0,1211088.1596897747,1831456.7343774484
20230131,51470.70388620608,32,766693.4464745951,0.018800765143363134,1198264.1899425269,1815666.5334933877
20230201,5742.608723428306,39,770261.7753935261,0.05934914896324406,1209528.1433372474,1827660.6949993812
20230202,23597.31177062948,38,767570.4882619721,0.023291599466480246,1205266.5065890064,1820198.3401463756
20230203,23597.31177062948,38,758671.8858786339,0.0,1193875.1413853099,1798472.503892665
20230206,23597.31177062948,38,745583.0381419628,0.0,1178091.6432208759,1770673.7589058958
20230207,41332.191624665604,37,748354.1328843874,0.023729360777848457,1180211.983270887,1774169.1931624026
20230208,41332.191624665604,37,747032.2629944938,0.0,1174996.6316583983,1767457.1332711775
20230209,46195.23848625523,36,756811.2222177112,0.006434070886908892,1190769.0029091977,1787915.427865293
20230210,46195.23848625523,36,753317.9757034883,0.0,1183693.092971244,1777781.5117367501
20230213,62401.00179511672,35,757873.7806156571,0.021411029962497923,1194434.9750373743,1794450.1567450357
20230214,111675.39959169606,32,760392.631764792,0.06488560755952401,1194929.690301096,1796843.213328153
20230215,127597.56681974621,31,755573.0020556239,0.021100400551053673,1188702.971422108,1780696.6836445606
20230216,162380.74647886798,29,752000.4769188554,0.04631440766563308,1179996.9686366895,1772459.751564677
20230217,162380.74647886798,29,746999.3593223202,0.0,1162995.1022554715,1749713.5623462906
20230220,179806.51402474774,28,761460.1365192786,0.022914463534926023,1191528.0256110418,1793711.1312039474
20230221,209044.65858895602,26,760729.8797064995,0.038484361413832026,1194659.7041013516,1799314.193173085
20230222,209044.65858895602,26,754866.0695209354,0.0,1183877.8400942592,1781278.3643324343
20230223,209044.65858895602,26,754562.4691489737,0.0,1182925.3359304587,1783996.2608487005
20230224,209044.65858895602,26,748568.896796865,0.0,1170645.2012936508,1760940.4180684662
20230227,235029.65272401343,25,746655.3963311338,0.03484715804249989,1165686.719959394,1753795.54579256
20230228,308232.4654783197,21,748929.4053883681,0.09787050656218597,1173070.3495943665,1762683.2197979118
20230301,21989.75888632649,25,757834.1324326972,0.37759827287740483,1189640.4571351218,1788880.1157959169
20230302,158173.06934423847,23,753755.946450694,0.18090813061307767,1186987.351235903,1784263.8960508895
20230303,172494.05572174225,22,753456.0611916851,0.019031803753872215,1190681.0253433618,1786728.7305903884
20230306,172494.05572174225,22,751051.4874407285,0.0,1184471.544532647,1776797.10425706
20230307,192942.23580345686,21,741877.6179642095,0.02759861845463586,1167130.1919807699,1746611.676237418
20230308,192942.23580345686,21,738506.3629919012,0.0,1162879.9992343762,1738480.4422800166
20230309,272730.1057436346,18,735728.5968756458,0.1085885875951968,1158770.1900874649,1729072.5851509587
20230310,316491.6449247097,15,733163.3650208557,0.059766356757384446,1143574.3716853831,1707555.469191309
20230313,386244.8268260873,14,734423.6306680042,0.09510039731516617,1155551.8888627724,1732253.0647555545
20230314,485910.12972023943,11,733549.6981049678,0.13604400178929096,1148636.3679078824,1721856.3167884615
20230315,493226.548543159,10,734427.1466136646,0.009975043245624985,1149272.3892095226,1719479.69238469
20230316,493226.548543159,10,736395.0551344573,0.0,1135507.4457789245,1698758.0729364268
20230317,493226.548543159,10,731278.9913270777,0.0,1141177.2424521619,1703587.7909360477
